start_date,end_date,the_group,state,condition_group,the_condition,age_group,covid_deaths,number_of_mentions
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,35-44,243,243
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,45-54,666,666
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,55-64,1905,1905
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,65-74,3758,3758
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,75-84,5667,5667
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,85+,8831,8831
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Massachusetts,COVID-19,COVID-19,"All Ages",21242,21242
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",0-24,40,42
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",25-34,165,171
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",35-44,397,413
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",45-54,1160,1198
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",55-64,2498,2597
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",65-74,4405,4574
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",75-84,4643,4770
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia",85+,3917,3989
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Influenza and pneumonia","All Ages",17225,17754
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",25-34,14,14
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",35-44,28,28
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",45-54,131,132
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",55-64,460,484
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",65-74,938,986
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",75-84,1144,1194
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases",85+,868,891
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Chronic lower respiratory diseases","All Ages",3587,3733
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",25-34,27,27
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",35-44,81,81
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",45-54,229,229
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",55-64,510,510
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",65-74,657,657
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",75-84,438,438
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome",85+,148,148
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Adult respiratory distress syndrome","All Ages",2091,2091
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",0-24,17,18
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",25-34,88,90
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",35-44,251,255
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",45-54,695,709
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",55-64,1804,1843
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",65-74,3281,3400
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",75-84,3435,3542
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure",85+,2724,2796
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory failure","All Ages",12295,12653
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest",35-44,11,11
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest",45-54,22,22
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest",55-64,49,49
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest",65-74,66,66
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest",75-84,111,111
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest",85+,103,103
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Respiratory arrest","All Ages",365,365
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",0-24,12,13
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",25-34,20,22
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",35-44,41,42
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",45-54,109,113
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",55-64,207,222
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",65-74,384,407
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",75-84,396,414
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system",85+,331,340
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Respiratory diseases","Other diseases of the respiratory system","All Ages",1500,1573
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",25-34,22,22
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",35-44,79,80
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",45-54,300,300
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",55-64,630,637
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",65-74,1163,1175
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",75-84,1402,1417
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases",85+,1681,1745
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Hypertensive diseases","All Ages",5279,5378
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",25-34,13,15
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",35-44,32,38
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",45-54,156,165
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",55-64,430,466
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",65-74,968,1042
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",75-84,1308,1401
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease",85+,1461,1572
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Ischemic heart disease","All Ages",4368,4699
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",25-34,23,23
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",35-44,74,74
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",45-54,193,193
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",55-64,406,406
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",65-74,561,561
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",75-84,514,514
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest",85+,454,454
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrest","All Ages",2234,2234
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia",35-44,19,19
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia",45-54,59,60
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia",55-64,215,217
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia",65-74,501,509
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia",75-84,711,721
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia",85+,939,953
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cardiac arrhythmia","All Ages",2452,2487
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure",35-44,32,32
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure",45-54,80,80
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure",55-64,202,202
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure",65-74,568,568
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure",75-84,852,853
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure",85+,1259,1260
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Heart failure","All Ages",3002,3004
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases",35-44,20,20
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases",45-54,64,69
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases",55-64,194,196
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases",65-74,389,402
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases",75-84,536,552
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases",85+,721,748
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Cerebrovascular diseases","All Ages",1933,1996
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",0-24,11,14
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",25-34,39,48
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",35-44,88,105
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",45-54,174,198
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",55-64,414,460
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",65-74,673,729
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",75-84,693,742
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system",85+,719,775
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Circulatory diseases","Other diseases of the circulatory system","All Ages",2811,3071
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,25-34,34,35
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,35-44,78,78
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,45-54,263,263
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,55-64,674,675
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,65-74,992,992
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,75-84,859,859
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,85+,605,605
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,Sepsis,Sepsis,"All Ages",3511,3513
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",25-34,10,12
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",35-44,22,25
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",45-54,79,94
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",55-64,350,416
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",65-74,659,767
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",75-84,712,821
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms",85+,514,603
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Malignant neoplasms","Malignant neoplasms","All Ages",2348,2740
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,25-34,25,25
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,35-44,91,91
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,45-54,302,304
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,55-64,663,667
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,65-74,1167,1172
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,75-84,1023,1029
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,85+,732,735
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,Diabetes,Diabetes,"All Ages",4009,4029
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,0-24,13,13
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,25-34,81,81
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,35-44,134,134
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,45-54,286,287
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,55-64,362,362
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,65-74,350,350
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,75-84,159,159
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,85+,30,30
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,Obesity,Obesity,"All Ages",1415,1416
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",25-34,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",35-44,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",55-64,14,14
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",65-74,79,79
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",75-84,312,312
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease",85+,773,774
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Alzheimer disease","Alzheimer disease","All Ages",1182,1183
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",0-24,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",25-34,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",35-44,0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",55-64,43,43
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",65-74,193,194
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",75-84,743,743
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia",85+,1447,1451
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Vascular and unspecified dementia","Vascular and unspecified dementia","All Ages",2428,2433
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",25-34,30,30
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",35-44,104,105
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",45-54,259,266
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",55-64,596,620
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",65-74,1005,1051
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",75-84,999,1051
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure",85+,780,816
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,"Renal failure","Renal failure","All Ages",3774,3940
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,0-24,116,116
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,25-34,349,349
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,35-44,793,793
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,45-54,2148,2148
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,55-64,4943,4943
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,65-74,8549,8549
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,75-84,9883,9883
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,85+,10260,10260
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Michigan,COVID-19,COVID-19,"All Ages",37041,37041
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",0-24,10,13
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",25-34,37,42
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",35-44,95,103
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",45-54,247,274
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",55-64,671,727
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",65-74,1056,1132
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",75-84,1358,1425
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia",85+,1528,1590
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Influenza and pneumonia","All Ages",5002,5306
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases",45-54,41,41
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases",55-64,196,203
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases",65-74,514,532
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases",75-84,694,719
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases",85+,703,724
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Chronic lower respiratory diseases","All Ages",2163,2235
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",25-34,29,29
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",35-44,60,60
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",45-54,144,144
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",55-64,406,406
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",65-74,525,525
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",75-84,406,406
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome",85+,240,240
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Adult respiratory distress syndrome","All Ages",1814,1814
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",0-24,10,12
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",25-34,22,23
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",35-44,76,77
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",45-54,202,210
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",55-64,589,618
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",65-74,1082,1146
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",75-84,1420,1499
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure",85+,1448,1521
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory failure","All Ages",4849,5106
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory arrest",55-64,16,16
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory arrest",65-74,37,37
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory arrest",75-84,35,35
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory arrest",85+,56,56
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Respiratory arrest","All Ages",159,159
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",0-24,12,18
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",35-44,29,30
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",45-54,58,70
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",55-64,153,171
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",65-74,186,208
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",75-84,273,290
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system",85+,271,281
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Respiratory diseases","Other diseases of the respiratory system","All Ages",991,1077
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases",35-44,36,36
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases",45-54,99,100
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases",55-64,311,312
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases",65-74,662,663
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases",75-84,1109,1122
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases",85+,1778,1831
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Hypertensive diseases","All Ages",4006,4076
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease",35-44,17,17
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease",45-54,45,50
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease",55-64,172,189
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease",65-74,380,419
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease",75-84,733,792
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease",85+,963,1028
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Ischemic heart disease","All Ages",2314,2499
